Textos_espanol;sdg
El resultado muestra que la menor productividad de las empresas propiedad de mujeres se debe, en gran parte, a que son más pequeñas, menos intensivas en capital y pertenecen a sectores caracterizados por una productividad media más baja. Las empresas propiedad de mujeres tienden a obtener menores beneficios (en torno a un 4% menos), incluso controlando por su tamaño, intensidad de capital, antigüedad y sector de actividad (columna 3). Las empresas propiedad de mujeres incluidas en ORBIS eran ligeramente menos propensas (un 1,2% menos) a experimentar un aumento en el número de sus empleados entre 2005 y 2009 (columna 4). ;5
Las mujeres inmigrantes tienen más probabilidades de acceder a ocupaciones en las que trabajan otras mujeres inmigrantes, independientemente de su nacionalidad, que a puestos junto a hombres de la misma etnia (Wright y Ellis, 2000). Esta convergencia basada en el género también está fuertemente relacionada con los sistemas de valores, ya que las empresarias de etnia femenina perciben y abordan la propiedad empresarial de manera diferente a los empresarios de etnia masculina (Baycan-Levent et al., Por ejemplo, el estudio de Baycan-Levent et al. (;5
"La participación de las mujeres en el mercado laboral es alta y, a pesar de un mercado laboral altamente segregado por género, las mujeres han derribado muchos muros dentro de los trabajos ""masculinos"", aunque los hombres no han buscado empleo en trabajos ""femeninos"" en la misma medida. En cambio, estos planes incluyen iniciativas específicas hacia exactamente lo contrario: aumentar la contratación de mujeres para ""trabajos masculinos"" (como trabajos dentro de la fuerza policial). La proporción de estudiantes varones en la educación de enfermería está entre 0% y 2% para cada grupo de años (Gislason 2011: 240-241).";5
Men in the Kitchenâ€ es una oportunidad para que desarrollen sus propias habilidades y asuman responsabilidades en el hogar. Las mujeres y las niñas pueden ser reacias a que los hombres y los niños se involucren en las tareas del hogar, por temor a perder la responsabilidad limitada que tienen en el hogar. Las mujeres y las niñas también pueden interiorizar estereotipos de género sobre qué tareas son socialmente aceptables para las mujeres o los hombres, lo que las vuelve resistentes al cambio. Así, como muestra la experiencia de Hopem, la redistribución real de las responsabilidades domésticas requiere repensar los roles de género restrictivos por y para mujeres y hombres.;5
El impacto físico, psicológico y social en los adolescentes y jóvenes puede persistir hasta la edad adulta y durar toda la vida. Una revisión de la investigación de Barker et al. (Una de esas iniciativas, el Programa H de Brasil, dio como resultado cambios positivos en las actitudes, medidos a través de una escala de hombres con equidad de género, sobre temas como la prevención de la infección por el VIH, la violencia de pareja y las relaciones sexuales (Pulerwitz et ah, 2006) .;5
La proporción de mujeres en empleos remunerados fuera del sector agrícola ha aumentado del 35 por ciento en 1990 al 41 por ciento en 2015. Durante el período 1991-2015, la proporción de mujeres en empleos vulnerables (trabajadoras familiares auxiliares o propietarias) trabajador por cuenta ajena) como porcentaje del empleo femenino total ha disminuido 13 puntos porcentuales, del 59 al 46 por ciento. En cambio, el empleo vulnerable entre los hombres se ha reducido en 9 puntos porcentuales, del 53 al 44 por ciento.;5
El informe de la OCDE de 2012 Mujeres en los negocios: Políticas para apoyar el desarrollo empresarial de las mujeres en la región MENA fue la primera evaluación comparativa de medidas políticas para promover el espíritu empresarial de las mujeres y abarcó 18 economías MENA (OCDE, 2012a). El estudio subrayó que, si bien se sabe que los servicios de SDE son relativamente débiles en las economías de MENA, la medida en que esos servicios sirven a las mujeres empresarias parece aún más limitada a pesar del número cada vez mayor de mujeres que inician negocios. Teniendo en cuenta que la experiencia de los países que no pertenecen a MENA sugiere que los centros empresariales de mujeres tienen éxito en ayudar a las mujeres empresarias, especialmente en las primeras etapas de las empresas comerciales, el estudio concluyó que era necesario recopilar datos y llevar a cabo una evaluación de SDE. servicios en la región MENA, y delinear las buenas prácticas actuales en la región MENA.;5
Peor aún, a menudo violan los derechos de los grupos sociales más desfavorecidos. El proceso de traducción —de los derechos en políticas y de las políticas en cambios reales en la vida de las mujeres— ha sido extremadamente desigual en todo el mundo.76 ¿Cómo se pueden utilizar los derechos humanos para crear el tipo de Estados que respetan, protegen y cumplen los derechos humanos? , y los derechos de las mujeres en particular? Esto crea la posibilidad de que los activistas hagan campaña a favor de medidas que apoyen la realización de los derechos de las mujeres incluso en sistemas políticos no democráticos o débilmente democráticos. En el proceso por el cual los Estados compilan sus informes nacionales para el Comité CEDAW, por ejemplo, los defensores de los derechos de las mujeres tienen la oportunidad de preparar sus propios informes paralelos, comentar sobre el informe oficial del gobierno y hacer campaña para una mayor atención política.;5
"Los principios y valores rectores de la Commonwealth en la Declaración de Harare de 1991, reafirmados en la Reunión de Jefes de Gobierno de la Commonwealth (CHOGM) celebrada en Perth en 2011, hacían hincapié en la mejora de la igualdad de género y el empoderamiento de las mujeres en la Commonwealth, e instaban a los Jefes de Gobierno a demostrar su compromiso afianzando medidas para impulsar la participación política y el liderazgo de las mujeres en todos los niveles de la toma de decisiones. El ""objetivo propuesto de no menos del 30% de mujeres en la toma de decisiones en los sectores político, público y privado para 2005"" (Secretaría de la Commonwealth 1996) está atrayendo cada vez más apoyo de los países miembros. Las acciones para alcanzar este objetivo global, especialmente la representación equitativa de las mujeres en el ámbito político, están en constante evolución.";5
Este patrón se ve reforzado por las limitaciones de tiempo y movilidad derivadas de normas socioculturales basadas en el género que imponen una doble carga en términos de trabajo de cuidados no remunerado y actividades productivas. También se ve reforzado por la segregación de género en el mercado laboral, que limita a las mujeres en gran medida a actividades de ingresos relativamente bajos, y por la dinámica de toma de decisiones dentro del hogar que limita su control sobre los ingresos del hogar y su influencia en las prioridades de gasto. Tales sesgos son especialmente evidentes en los datos a nivel de hogar desagregados por género basados ​​en hogares “encabezados por hombres” y “encabezados por mujeres”.;5
En vista de estos cambios, es útil investigar si la división del mercado laboral en sectores formales e informales da lugar a sanciones distintivas por maternidad. Esto se hace examinando los salarios del sector formal e informal para madres y no madres en Argentina entre 1995 y 2003, un período que abarca las principales políticas de liberalización puestas en marcha a principios de la década de 1990 (Pastor y Wise, 1999). Nuestra hipótesis es que las respuestas a todas las preguntas anteriores son afirmativas debido a las formas en que los mercados laborales segmentados protegen diferencialmente a las madres que trabajan en los sectores formal e informal.;5
